locus_tag	ftype	length_bp	gene	EC_number	COG	product
OKAGGDNG_00331	CDS	402	hslR		COG1188	Heat shock protein 15
OKAGGDNG_00332	CDS	879	hslO		COG1281	33 kDa chaperonin
OKAGGDNG_00333	CDS	1725				hypothetical protein
OKAGGDNG_00334	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
OKAGGDNG_00335	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
OKAGGDNG_00336	CDS	720	ompR			Transcriptional regulatory protein OmpR
OKAGGDNG_00337	CDS	477	greB		COG0782	Transcription elongation factor GreB
OKAGGDNG_00338	CDS	2322	yhgF		COG2183	Protein YhgF
OKAGGDNG_00339	CDS	228	feoA		COG1918	Fe(2+) transport protein A
OKAGGDNG_00340	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
OKAGGDNG_00341	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
OKAGGDNG_00342	CDS	879				ISNCY family transposase ISVsa17
OKAGGDNG_00343	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
OKAGGDNG_00344	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
OKAGGDNG_00345	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
OKAGGDNG_00346	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
OKAGGDNG_00347	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
OKAGGDNG_00348	CDS	2394	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
OKAGGDNG_00349	CDS	2706	malT		COG2909	HTH-type transcriptional regulator MalT
OKAGGDNG_00350	CDS	1017	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
OKAGGDNG_00351	CDS	1227	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
OKAGGDNG_00352	CDS	1599	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
OKAGGDNG_00353	CDS	759	glpR		COG1349	Glycerol-3-phosphate regulon repressor
OKAGGDNG_00354	CDS	831	glpG_2	3.4.21.105	COG0705	Rhomboid protease GlpG
OKAGGDNG_00355	CDS	327	glpE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
OKAGGDNG_00356	CDS	1506	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
OKAGGDNG_00357	CDS	603				hypothetical protein
OKAGGDNG_00358	CDS	993				hypothetical protein
OKAGGDNG_00359	CDS	1506				hypothetical protein
OKAGGDNG_00360	CDS	2448	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
OKAGGDNG_00361	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
OKAGGDNG_00362	CDS	1296	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
OKAGGDNG_00363	CDS	1974	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
OKAGGDNG_00364	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
OKAGGDNG_00365	CDS	1104	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
OKAGGDNG_00366	CDS	594				hypothetical protein
OKAGGDNG_00367	CDS	1341	gntU		COG2610	Low-affinity gluconate transporter
OKAGGDNG_00368	CDS	528	gntK_1	2.7.1.12	COG3265	Thermoresistant gluconokinase
OKAGGDNG_00369	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
OKAGGDNG_00370	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
OKAGGDNG_00371	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
OKAGGDNG_00372	CDS	489	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
OKAGGDNG_00373	CDS	1179				hypothetical protein
OKAGGDNG_00374	CDS	495				hypothetical protein
OKAGGDNG_00375	CDS	156				hypothetical protein
OKAGGDNG_00376	CDS	285				hypothetical protein
OKAGGDNG_00377	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
OKAGGDNG_00378	CDS	441	yhhA			putative protein YhhA
OKAGGDNG_00379	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
OKAGGDNG_00380	CDS	1071	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
OKAGGDNG_00381	CDS	846				hypothetical protein
OKAGGDNG_00382	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
OKAGGDNG_00383	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
OKAGGDNG_00384	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OKAGGDNG_00385	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OKAGGDNG_00386	CDS	1278				hypothetical protein
OKAGGDNG_00387	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
OKAGGDNG_00388	CDS	1110	livK		COG0683	Leucine-specific-binding protein
OKAGGDNG_00389	CDS	384	panZ			PanD regulatory factor
OKAGGDNG_00390	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
OKAGGDNG_00391	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
OKAGGDNG_00392	CDS	1059	ftsX		COG2177	Cell division protein FtsX
OKAGGDNG_00393	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
OKAGGDNG_00394	CDS	1497	ftsY		COG0552	Signal recognition particle receptor FtsY
OKAGGDNG_00395	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
OKAGGDNG_00396	CDS	270				hypothetical protein
OKAGGDNG_00397	CDS	360				hypothetical protein
OKAGGDNG_00398	CDS	627				hypothetical protein
OKAGGDNG_00399	CDS	2199	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
OKAGGDNG_00400	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
OKAGGDNG_00401	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
OKAGGDNG_00402	CDS	558				hypothetical protein
OKAGGDNG_00403	CDS	1251	yhhS			putative MFS-type transporter YhhS
OKAGGDNG_00404	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
OKAGGDNG_00405	CDS	588				hypothetical protein
OKAGGDNG_00406	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
OKAGGDNG_00407	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
OKAGGDNG_00408	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
OKAGGDNG_00409	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
OKAGGDNG_00410	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
OKAGGDNG_00411	CDS	402	nikR		COG0864	Nickel-responsive regulator
OKAGGDNG_00412	CDS	2346				hypothetical protein
OKAGGDNG_00413	CDS	282				hypothetical protein
OKAGGDNG_00414	CDS	705				hypothetical protein
OKAGGDNG_00415	CDS	294				hypothetical protein
OKAGGDNG_00416	CDS	750	appY		COG2207	HTH-type transcriptional regulator AppY
OKAGGDNG_00417	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
OKAGGDNG_00418	CDS	762	rhaR_1			HTH-type transcriptional activator RhaR
OKAGGDNG_00419	CDS	891				hypothetical protein
OKAGGDNG_00420	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
OKAGGDNG_00421	CDS	1614				hypothetical protein
OKAGGDNG_00422	CDS	579				hypothetical protein
OKAGGDNG_00423	CDS	1137				ISAs1 family transposase ISEc1
OKAGGDNG_00424	CDS	198				hypothetical protein
OKAGGDNG_00425	CDS	288				hypothetical protein
OKAGGDNG_00426	CDS	261				hypothetical protein
OKAGGDNG_00427	CDS	447	rhsA	3.1.-.-	COG3209	putative deoxyribonuclease RhsA
OKAGGDNG_00428	CDS	927	vgrG1	6.3.2.-		Actin cross-linking toxin VgrG1
OKAGGDNG_00429	CDS	567				hypothetical protein
OKAGGDNG_00430	CDS	603	gadB	4.1.1.15	COG0076	Glutamate decarboxylase beta
OKAGGDNG_00431	CDS	825	gadX_1			HTH-type transcriptional regulator GadX
OKAGGDNG_00432	CDS	729	gadW_1			HTH-type transcriptional regulator GadW
OKAGGDNG_00433	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
OKAGGDNG_00434	CDS	1158	mdtE			Multidrug resistance protein MdtE
OKAGGDNG_00435	CDS	279				hypothetical protein
OKAGGDNG_00436	CDS	528	gadE			Transcriptional regulator GadE
OKAGGDNG_00437	CDS	573	hdeD		COG3247	Protein HdeD
OKAGGDNG_00438	CDS	333	hdeA			Acid stress chaperone HdeA
OKAGGDNG_00439	CDS	339	hdeB			Acid stress chaperone HdeB
OKAGGDNG_00440	CDS	576	sapB_1		COG1285	Protein SapB
OKAGGDNG_00441	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
OKAGGDNG_00442	CDS	567	slp_1		COG3065	Outer membrane protein Slp
OKAGGDNG_00443	CDS	1224				hypothetical protein
OKAGGDNG_00444	CDS	426	arsC	1.20.4.1		Arsenate reductase
OKAGGDNG_00445	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
OKAGGDNG_00446	CDS	354				hypothetical protein
OKAGGDNG_00447	CDS	174				hypothetical protein
OKAGGDNG_00448	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
OKAGGDNG_00449	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
OKAGGDNG_00450	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
OKAGGDNG_00451	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
OKAGGDNG_00452	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
OKAGGDNG_00453	CDS	435	uspA		COG0589	Universal stress protein A
OKAGGDNG_00454	CDS	336	uspB			Universal stress protein B
OKAGGDNG_00455	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
OKAGGDNG_00456	CDS	1203			COG2081	putative protein
OKAGGDNG_00457	CDS	1053	yhiM			Inner membrane protein YhiM
OKAGGDNG_00458	CDS	1608				hypothetical protein
OKAGGDNG_00459	CDS	1623				hypothetical protein
OKAGGDNG_00460	CDS	1068				hypothetical protein
OKAGGDNG_00461	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
OKAGGDNG_00462	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
OKAGGDNG_00463	CDS	303				ISAs1 family transposase ISEc1
OKAGGDNG_00464	CDS	207				hypothetical protein
OKAGGDNG_00465	CDS	174	gnsA_1			Protein GnsA
OKAGGDNG_00466	CDS	216	cspJ			Cold shock-like protein CspJ
OKAGGDNG_00467	CDS	498				hypothetical protein
OKAGGDNG_00468	CDS	534	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
OKAGGDNG_00469	CDS	261				hypothetical protein
OKAGGDNG_00470	CDS	552				hypothetical protein
OKAGGDNG_00471	CDS	216				hypothetical protein
OKAGGDNG_00472	CDS	714	gadW_2			HTH-type transcriptional regulator GadW
OKAGGDNG_00473	CDS	753				hypothetical protein
OKAGGDNG_00474	CDS	108	ldrD_1			Small toxic polypeptide LdrD
OKAGGDNG_00475	CDS	108	ldrD_2			Small toxic polypeptide LdrD
OKAGGDNG_00476	CDS	108	ldrD_3			Small toxic polypeptide LdrD
OKAGGDNG_00477	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
OKAGGDNG_00478	CDS	192				hypothetical protein
OKAGGDNG_00479	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
OKAGGDNG_00480	CDS	189	yhjR			Protein YhjR
OKAGGDNG_00481	CDS	339				Tn3 family transposase ISYps3
OKAGGDNG_00482	CDS	294				hypothetical protein
OKAGGDNG_00483	CDS	279				hypothetical protein
OKAGGDNG_00484	CDS	2226				hypothetical protein
OKAGGDNG_00485	CDS	765				hypothetical protein
OKAGGDNG_00486	CDS	432				hypothetical protein
OKAGGDNG_00487	CDS	1425	trkG		COG0168	Trk system potassium uptake protein TrkG
OKAGGDNG_00488	CDS	465				hypothetical protein
OKAGGDNG_00489	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
OKAGGDNG_00490	CDS	273				hypothetical protein
OKAGGDNG_00491	CDS	345				hypothetical protein
OKAGGDNG_00492	CDS	135	ydaG			putative protein YdaG
OKAGGDNG_00493	CDS	156				hypothetical protein
OKAGGDNG_00494	CDS	612				hypothetical protein
OKAGGDNG_00495	CDS	222	kilR			Killing protein KilR
OKAGGDNG_00496	CDS	171				hypothetical protein
OKAGGDNG_00497	CDS	276				hypothetical protein
OKAGGDNG_00498	CDS	2601	recE	3.1.11.-		Exodeoxyribonuclease 8
OKAGGDNG_00499	CDS	810	recT		COG3723	Protein RecT
OKAGGDNG_00500	CDS	210	rcbA			Double-strand break reduction protein
OKAGGDNG_00501	CDS	216				hypothetical protein
OKAGGDNG_00502	CDS	1236	intQ_1		COG0582	Putative defective protein IntQ
OKAGGDNG_00503	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
OKAGGDNG_00504	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
OKAGGDNG_00505	CDS	174	ynaL			Protein YnaL
OKAGGDNG_00506	CDS	984	zntB		COG0598	Zinc transport protein ZntB
OKAGGDNG_00507	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
OKAGGDNG_00508	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
OKAGGDNG_00509	CDS	909	tsaR_1			HTH-type transcriptional regulator TsaR
OKAGGDNG_00510	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
OKAGGDNG_00511	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
OKAGGDNG_00512	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
OKAGGDNG_00513	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
OKAGGDNG_00514	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
OKAGGDNG_00515	CDS	951	uspE		COG0589	Universal stress protein E
OKAGGDNG_00516	CDS	258				hypothetical protein
OKAGGDNG_00517	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
OKAGGDNG_00518	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
OKAGGDNG_00519	CDS	900	pgrR_1			HTH-type transcriptional regulator PgrR
OKAGGDNG_00520	CDS	921	ycjY		COG1073	putative protein YcjY
OKAGGDNG_00521	CDS	183				hypothetical protein
OKAGGDNG_00522	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
OKAGGDNG_00523	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
OKAGGDNG_00524	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
OKAGGDNG_00525	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
OKAGGDNG_00526	CDS	1062				hypothetical protein
OKAGGDNG_00527	CDS	1398	ycjX		COG3106	putative protein YcjX
OKAGGDNG_00528	CDS	999	purR_1		COG1609	HTH-type transcriptional repressor PurR
OKAGGDNG_00529	CDS	906	ompG			Outer membrane porin G
OKAGGDNG_00530	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
OKAGGDNG_00531	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
OKAGGDNG_00532	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
OKAGGDNG_00533	CDS	1056	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
OKAGGDNG_00534	CDS	789	iolE	4.2.1.44		Inosose dehydratase
OKAGGDNG_00535	CDS	1053	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
OKAGGDNG_00536	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
OKAGGDNG_00537	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
OKAGGDNG_00538	CDS	1293				hypothetical protein
OKAGGDNG_00539	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
OKAGGDNG_00540	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
OKAGGDNG_00541	CDS	222	pspD			Phage shock protein D
OKAGGDNG_00542	CDS	360	pspC		COG1983	Phage shock protein C
OKAGGDNG_00543	CDS	225	pspB_1			Phage shock protein B
OKAGGDNG_00544	CDS	669	pspA		COG1842	Phage shock protein A
OKAGGDNG_00545	CDS	978	pspF		COG1221	Psp operon transcriptional activator
OKAGGDNG_00546	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
OKAGGDNG_00547	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
OKAGGDNG_00548	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
OKAGGDNG_00549	CDS	558	puuR			HTH-type transcriptional regulator PuuR
OKAGGDNG_00550	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
OKAGGDNG_00551	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
OKAGGDNG_00552	CDS	1386	puuP		COG0531	Putrescine importer PuuP
OKAGGDNG_00553	CDS	246				hypothetical protein
OKAGGDNG_00554	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
OKAGGDNG_00555	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
OKAGGDNG_00556	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
OKAGGDNG_00557	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
OKAGGDNG_00558	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
OKAGGDNG_00559	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
OKAGGDNG_00560	CDS	1128				hypothetical protein
OKAGGDNG_00561	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
OKAGGDNG_00562	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
OKAGGDNG_00563	CDS	174				hypothetical protein
OKAGGDNG_00564	CDS	750	srlR_1		COG1349	Glucitol operon repressor
OKAGGDNG_00565	CDS	219	osmB			Osmotically-inducible lipoprotein B
OKAGGDNG_00566	CDS	327	yciH		COG0023	putative protein YciH
OKAGGDNG_00567	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
OKAGGDNG_00568	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
OKAGGDNG_00569	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
OKAGGDNG_00570	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
OKAGGDNG_00571	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
OKAGGDNG_00572	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
OKAGGDNG_00573	CDS	96	ymiC			Protein YmiC
OKAGGDNG_00574	CDS	168				hypothetical protein
OKAGGDNG_00575	CDS	129	ymiA			Protein YmiA
OKAGGDNG_00576	CDS	975	cysB			HTH-type transcriptional regulator CysB
OKAGGDNG_00577	CDS	2598	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
OKAGGDNG_00578	CDS	252	yciN			Protein YciN
OKAGGDNG_00579	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
OKAGGDNG_00580	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
OKAGGDNG_00581	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
OKAGGDNG_00582	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
OKAGGDNG_00583	CDS	1440				hypothetical protein
OKAGGDNG_00584	CDS	225	yeaR		COG3615	putative protein YeaR
OKAGGDNG_00585	CDS	183	yoaG			Protein YoaG
OKAGGDNG_00586	CDS	249				hypothetical protein
OKAGGDNG_00587	CDS	1026	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
OKAGGDNG_00588	CDS	255				hypothetical protein
OKAGGDNG_00589	CDS	348				hypothetical protein
OKAGGDNG_00590	CDS	1182	nimT		COG2807	2-nitroimidazole transporter
OKAGGDNG_00591	CDS	819	nimR			HTH-type transcriptional regulator NimR
OKAGGDNG_00592	CDS	447				hypothetical protein
OKAGGDNG_00593	CDS	504				hypothetical protein
OKAGGDNG_00594	CDS	1491	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
OKAGGDNG_00595	CDS	1476	cdgI	2.7.7.65	COG2199	putative diguanylate cyclase CdgI
OKAGGDNG_00596	CDS	1284				hypothetical protein
OKAGGDNG_00597	CDS	1806				hypothetical protein
OKAGGDNG_00598	CDS	747	mipA_1		COG3713	MltA-interacting protein
OKAGGDNG_00599	CDS	855	yvgN	1.1.1.-	COG0656	Glyoxal reductase
OKAGGDNG_00600	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
OKAGGDNG_00601	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
OKAGGDNG_00602	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
OKAGGDNG_00603	CDS	273				hypothetical protein
OKAGGDNG_00604	CDS	1077		1.1.1.301		D-arabitol-phosphate dehydrogenase
OKAGGDNG_00605	CDS	1380	ydjE_1			Inner membrane metabolite transport protein YdjE
OKAGGDNG_00606	CDS	1044	ydjJ	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YdjJ
OKAGGDNG_00607	CDS	837	ydjI		COG0191	putative protein YdjI
OKAGGDNG_00608	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
OKAGGDNG_00609	CDS	981	ydjG	1.1.1.-	COG0667	NADH-specific methylglyoxal reductase
OKAGGDNG_00610	CDS	759	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
OKAGGDNG_00611	CDS	1359	ydjE_2			Inner membrane metabolite transport protein YdjE
OKAGGDNG_00612	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
OKAGGDNG_00613	CDS	1017	ansA	3.5.1.1	COG0252	L-asparaginase 1
OKAGGDNG_00614	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
OKAGGDNG_00615	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
OKAGGDNG_00616	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
OKAGGDNG_00617	CDS	1962	topB	5.6.2.1	COG0550	DNA topoisomerase 3
OKAGGDNG_00618	CDS	1041	ynjI			Inner membrane protein YnjI
OKAGGDNG_00619	CDS	1344	gdhA	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
OKAGGDNG_00620	CDS	273				hypothetical protein
OKAGGDNG_00621	CDS	408	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
OKAGGDNG_00622	CDS	621	ynjF		COG0558	Inner membrane protein YnjF
OKAGGDNG_00623	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
OKAGGDNG_00624	CDS	654	fbpC2	7.2.2.7	COG3842	Fe(3+) ions import ATP-binding protein FbpC 2
OKAGGDNG_00625	CDS	1536	ynjC		COG4135	Inner membrane ABC transporter permease protein YnjC
OKAGGDNG_00626	CDS	1167	ynjB		COG4134	Protein YnjB
OKAGGDNG_00627	CDS	549				hypothetical protein
OKAGGDNG_00628	CDS	708	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
OKAGGDNG_00629	CDS	618				hypothetical protein
OKAGGDNG_00630	CDS	711	ydjZ_2		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
OKAGGDNG_00631	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
OKAGGDNG_00632	CDS	1221	astC	2.6.1.81	COG4992	Succinylornithine transaminase
OKAGGDNG_00633	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
OKAGGDNG_00634	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
OKAGGDNG_00635	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
OKAGGDNG_00636	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
OKAGGDNG_00637	CDS	486	spy		COG3678	Periplasmic chaperone Spy
OKAGGDNG_00638	CDS	576	ves		COG3758	Protein Ves
OKAGGDNG_00639	CDS	888	cho	3.1.25.-	COG0322	Excinuclease cho
OKAGGDNG_00640	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
OKAGGDNG_00641	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
OKAGGDNG_00642	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
OKAGGDNG_00643	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
OKAGGDNG_00644	CDS	351	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
OKAGGDNG_00645	CDS	840	chbR			HTH-type transcriptional regulator ChbR
OKAGGDNG_00646	CDS	1353	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
OKAGGDNG_00647	CDS	750	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
OKAGGDNG_00648	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
OKAGGDNG_00649	CDS	264	cedA			Cell division activator CedA
OKAGGDNG_00650	CDS	783				hypothetical protein
OKAGGDNG_00651	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
OKAGGDNG_00652	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
OKAGGDNG_00653	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
OKAGGDNG_00654	CDS	537				hypothetical protein
OKAGGDNG_00655	CDS	861		2.7.1.-	COG3001	putative ketoamine kinase
OKAGGDNG_00656	CDS	291				hypothetical protein
OKAGGDNG_00657	CDS	930	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
OKAGGDNG_00658	CDS	759				hypothetical protein
OKAGGDNG_00659	CDS	108	yniD			putative protein YniD
OKAGGDNG_00660	CDS	807				hypothetical protein
OKAGGDNG_00661	CDS	474				hypothetical protein
OKAGGDNG_00662	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
OKAGGDNG_00663	CDS	435	infC		COG0290	Translation initiation factor IF-3
OKAGGDNG_00664	CDS	198	rpmI		COG0291	50S ribosomal protein L35
OKAGGDNG_00665	CDS	357	rplT		COG0292	50S ribosomal protein L20
OKAGGDNG_00666	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OKAGGDNG_00667	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OKAGGDNG_00668	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
